Hospede_ID;Hospede_Nome;CPF;Sexo;Data_Nascimento;Cidade_Origem;UF_Origem;Email;Telefone;Nivel_Fidelidade
HSP-126308;Brigitte Ebling Carnevali;881.431.115-39;F;17/04/2005;Brasília;DF;brigitte.carnevali@outlook.com;(41) 98765-6394;Bronze
HSP-997790;Arneide Nascimento Carpinetti;445.669.078-05;F;27/04/1953;Belo Horizonte;MG;ARNEIDE.CARPINETTI@HOTMAIL.COM;(41) 98962-4438;Bronze
HSP-747317;Airla Aoki Amezola;637.780.529-26;F;16-06-1965;Uberlândia;MG;AIRLA.AMEZOLA95@GMAIL.COM;(16) 99319-6810;Prata
HSP-762550;Afrânea Luca Aragão;225.999.966-27;F;28-04-1971;Uberlândia;MG;afranea.aragao@gmail.com;(62) 97582-4085;Bronze
HSP-015064;Elvira Anjinho Nakamura;231.643.348-00;F;06/03/1980;Ribeirão Preto;SP;elvira.nakamura@outlook.com;(62) 96045-3815;Bronze
HSP-473928;Amineh Santoro Franco;467.299.493-76;F;20.05.59;Rio de Janeiro;RJ;aminehfranco@yahoo.com.br;51968261121;Bronze
HSP-598457;Hans Klinger;475.469.263-27;M;13/05/1985;Recife;PE;hans.klinger@icloud.com;(19) 97875-7302;BRONZE
HSP-282629;Marvino Kaminski;376.815.118-22;M;05/08/2003;Londrina;PR;marvino_kaminski@hotmail.com;(51) 96849-9291;Bronze
HSP-378301;Nobuo Pacheco;257.771.183-21;M;26/01/1966;Ribeirão Preto;SP;nobuopacheco@hotmail.com;16993605573;Prata
HSP-253076;Mariano Aranzales;275.230.837-06;M;11/08/1991;Campinas;SP;marianoaranzales82@uol.com.br;(21) 97599-6051;Bronze
HSP-793204;Luciana Rodrigues Moraes;053.131.220-88;F;26/08/1973;Uberlândia;MG;luciana_moraes@outlook.com;(61) 98302-4105;Bronze
HSP-130602;Leodilson Lüdtke Gusmão;314.950.136-93;M;30-04-1988;Belo Horizonte;MG;leodilson_gusmao@yahoo.com.br;(21) 98918-9784;Bronze
HSP-669636;aldo aragoni;571.509.976-51;M;29/11/1950;Porto Alegre;RS;aldoaragoni@hotmail.com;(62) 98406-1217;Bronze
HSP-760321;Fernando Lemos Danner;303.975.245-60;M;1969-01-24;Belo Horizonte;MG;fernandodanner@gmail.com;(62) 99243-7797;Bronze
HSP-209986;Yasmin Feldmann;396.852.701-12;F;10/10/1985;Porto Alegre;RS;yasmin_feldmann25@gmail.com;31998434345;Bronze
HSP-207372;Denis Apuzzo;293.449.734-82;M;05/03/1989;Goiânia;GO;denis_apuzzo47@yahoo.com.br;(19) 96687-8712;Bronze
HSP-870387;Amisele Araxá Marchetti;498.282.467-32;F;11/07/1993;Uberlândia;MG;amisele_marchetti@yahoo.com.br;(62) 98482-8878;Bronze
HSP-908734;Esmeraldo Hasegawa;665.674.916-04;M;17/08/1993;Belo Horizonte;MG;esmeraldo.hasegawa@gmail.com;(19) 99818-3660;Bronze
HSP-630342;Tino Graf Albino;705.024.972-62;M;03/09/1963;Londrina;PR;tino_albino75@icloud.com;(31) 96050-2912;Prata
HSP-814655;Oldair Anzolin Alencar;694.611.952-57;M;1990-07-27;Goiânia;GO;oldair_alencar@icloud.com;(19) 98863-6047;Prata
HSP-567137;Maicon Santos Castro;372.817.932-94;M;1970-01-09;Campinas;SP;maicon.castro24@hotmail.com;51996957697;Prata
HSP-232354;Maíara Flores Arconet;100.409.013-78;F;07/05/2000;Rio de Janeiro;RJ;maiaraarconet@yahoo.com.br;(81) 98130-5355;Bronze
HSP-633233;DINÉA ARAMIS LUTTERBECK;905.510.762-08;F;1974-03-31;Porto Alegre;RS;dinea.lutterbeck@uol.com.br;(51) 99895-5072;Bronze
HSP-560693;Damiela Aragão Ardissone;505.739.769-96;F;16/11/1964;Niterói;RJ;damiela.ardissone61@icloud.com;(21) 99007-7305;Bronze
HSP-877040;Lorenni Passos;872.717.833-18;F;07/11/1960;Niterói;RJ;lorenni.passos85@icloud.com;21964328125;Bronze
HSP-696696;Lênio Hopf Castelli;715.399.156-54;M;25-05-1984;Belo Horizonte;MG;leniocastelli@icloud.com;(19) 98678-8159;Bronze
HSP-079713;Venâncio Gatto Chiavegato;569.040.983-92;M;08/07/1997;Campinas;SP;venancio_chiavegato@outlook.com;61992663069;Diamante
HSP-382261;Fabrício Gomes Ameixial;420.954.814-61;M;09/03/1966;Niterói;RJ;fabricioameixial@icloud.com;41980275775;Prata
HSP-708143;Oriana Reis Bardini;208.656.756-19;F;26.04.87;Niterói;RJ;oriana_bardini94@outlook.com;(51) 98852-4196;prata
HSP-809365;Doris Eichler;774.233.305-82;F;10-06-1955;Uberlândia;MG;doriseichler@gmail.com;(31) 97542-7997;Prata
HSP-915341;Otávio Grüber;630.136.749-97;M;24-05-1991;Salvador;BA;otavio.gruber@yahoo.com.br;(21) 99185-8596;Prata
HSP-104650;Anaraí Ardent Meyer;997.419.267-66;F;20/06/2006;Porto Alegre;RS;ANARAIMEYER@OUTLOOK.COM;(81) 96512-2629;Bronze
HSP-387508;Agda Ameixa Agostinho;813.129.208-82;F;2005-09-26;Brasília;DF;AGDA_AGOSTINHO@GMAIL.COM;(11) 96527-4378;Prata
HSP-535490;Cristiano Bussolini Monteiro;408.487.297-06;M;27-04-1996;Campinas;SP;cristianomonteiro46@uol.com.br;(62) 98091-4438;bronze
HSP-289623;Rayan Cavalcanti;296.184.462-20;M;19-10-1994;Belo Horizonte;MG;rayan_cavalcanti@outlook.com;19998513346;Bronze
HSP-136864;Guilherme Capraro Arcola;256.609.314-80;M;04.08.49;Londrina;PR;guilherme.arcola@icloud.com;(62) 97666-2080;Bronze
HSP-172092;Naiara Hammes;112.849.718-21;F;30/12/1982;Porto Alegre;RS;naiara_hammes@outlook.com;(62) 97110-2623;Bronze
HSP-584526;Mariano Jakob Abbate;222.694.053-74;M;23/10/1959;Porto  Alegre;RS;marianoabbate@icloud.com;(16) 96749-8191; Diamante
HSP-988389;Dinamar Cella Carta;651.113.129-78;F;21/10/1960;Brasília;DF;dinamar.carta37@uol.com.br;(16) 99310-1175;Bronze
HSP-665101;Waleska Muniz Tsuda;068.538.909-06;F;22/04/1961;Salvador;BA;waleska_tsuda@icloud.com;62997014687;Prata
HSP-433192;Bernardo Menezes Aldrovandi;814.474.430-63;M;10/12/2002;Porto Alegre;RS;bernardoaldrovandi@yahoo.com.br;41997805994;Bronze
HSP-633081;Toshio Kaneko Rezende;501.673.188-88;M;2006-12-24;Porto Alegre;RS;toshio.rezende@yahoo.com.br;(11) 96637-5098;Bronze
HSP-852964;Shoiti Held Cirelli;256.053.134-87;M;30/01/1969;Porto Alegre;RS;shoiti.cirelli54@icloud.com;61996901517;Prata
HSP-446177;Roque Arduin Candido;686.211.022-50;M;24/09/1969;Campinas;SP;roque_candido@icloud.com;(41) 96213-6605;BRONZE
HSP-204671;LIARYS LIMA MASKE;414.363.718-99;F;16/07/1981;Salvador;BA;liarysmaske76@icloud.com;31969392973;Bronze
HSP-460043;Sabino Carosi;335.670.860-06;M;24/05/1994;Belo Horizonte;MG;sabino_carosi47@outlook.com;61989147849;Bronze
HSP-072491;Edgar Accioli;247.554.110-50;M;18/06/2007;São Paulo;SP;EDGARACCIOLI@HOTMAIL.COM;(61) 97476-6920;Prata
HSP-016609;Alcimar Carta Bardini;337.118.954-68;F;20/01/1973;Recife;PE;alcimarbardini@hotmail.com;(62) 98952-3517;Bronze
HSP-878533;Hilton Lemke;161.768.802-97;M;08/11/1984;Goiânia;GO;hiltonlemke17@outlook.com;11999141996;Bronze
HSP-917374;Rosenaldo Bomfim Ambiel;432.029.390-84;M;11/06/1961;Niterói;RJ;rosenaldoambiel@icloud.com;(62) 97060-5971;Bronze
HSP-252692;Átilio Capelli Amezola;240.338.105-52;M;1992-02-28;Campinas;SP;atilioamezola@outlook.com;(61) 96340-9999;Bronze
HSP-603722;Iris Arcanjo Cilento;089.164.983-25;F;16-05-2002;Porto Alegre;RS;iris_cilento35@hotmail.com;(81) 98579-7479;Diamante
HSP-901181;Hans Maske;724.042.269-08;M;15/03/1994;Porto Alegre;RS;hans.maske10@yahoo.com.br;(41) 97863-7594;Prata
HSP-308760;Josemar Martins;314.290.018-79;M;25/07/1998;Recife;PE;josemarmartins@icloud.com;(21) 96828-3281;Bronze
HSP-106618;Junia Siqueira Brunner;184.186.203-74;F;18/07/1964;Porto Alegre;RS;junia.brunner50@hotmail.com;(61) 98684-5699; Bronze
HSP-292033;Oldair Galvão Makino;109.226.859-67;M;18/08/1997;Rio de Janeiro;RJ;oldair.makino@hotmail.com;(51) 98559-5702;Bronze
HSP-870091;Elenira Abrunhosa Ardone;252.677.119-69;F;13/09/1983;Porto Alegre;RS;elenira_ardone@outlook.com;(31) 96370-6292;Prata
HSP-496619;Oswaldo Gressler Ecker;366.878.878-23;M;26/06/1969;Salvador;BA;oswaldoecker@yahoo.com.br;(21) 98379-7911;Bronze
HSP-905990;Cristiano Hamann;552.472.863-67;M;1989-04-09;São Paulo;SP;cristiano.hamann@gmail.com;(31) 96480-3344;Bronze
HSP-608803;Bruna Lorenz Heimann;131.096.227-85;F;31-12-1997;São Paulo;SP;brunaheimann68@icloud.com;(51) 97925-7742;Bronze
HSP-066113;Cleuza Carvalho Cella;678.498.436-65;F;10/07/1993;Campinas;SP;cleuza.cella12@uol.com.br;(19) 99895-3050;Prata
HSP-896064;Sabino Duarte Benedetti;662.056.341-47;M;11/01/1991;Brasília;DF;sabino.benedetti78@outlook.com;(11) 96981-5623;Bronze
HSP-091292;Leodilson Medeiros;199.097.005-22;M;09/12/1953;Belo Horizonte;MG;leodilson.medeiros@gmail.com;(61) 99078-5626;Bronze
HSP-797047;Eloise Drissen;182.096.790-58;F;18/06/1972;Uberlândia;MG;eloise_drissen88@yahoo.com.br;21996252528;Bronze
HSP-959657;Tomás Arder Novais;725.459.606-83;M;22/01/1993;Uberlândia;MG;TOMAS.NOVAIS79@UOL.COM.BR;(21) 99924-3496;Bronze
HSP-597003;Doris Passos;421.495.511-01;F;27/09/1979;Uberlândia;MG;doris.passos@yahoo.com.br;(51) 97938-5194;Ouro
HSP-084891;Pilar Leal;589.551.687-48;F;15-09-1963;Recife;PE;pilar_leal@icloud.com;(11) 98542-1934;Bronze
HSP-213034;Maneco Salles;157.787.112-04;M;23/01/1998;Niterói;RJ;manecosalles51@yahoo.com.br;(41) 97644-6385;Bronze
HSP-145912;Diógenes Aramis Takahashi;909.605.673-64;M;14/10/1964;Belo Horizonte;MG;diogenes.takahashi3@icloud.com;19971055129;Prata
HSP-084428;BRENO BASTOS;201.654.235-79;M;03/03/1971;Curitiba;PR;breno_bastos@uol.com.br;(31) 99955-8156;Diamante
HSP-175168;Jaciete Jakob Costa;502.727.516-18;F;09/12/1953;Goiânia;GO;jaciete_costa@gmail.com;16998633059;Prata
HSP-451339;Nádia Castro Cavalcanti;905.504.481-44;F;03/09/1990;Belo Horizonte;MG;nadiacavalcanti@yahoo.com.br;(19) 97680-6762;Bronze
HSP-435142;Joanice Alvarengas Fischmann;649.111.109-10;F;26/09/1991;Campinas;SP;joanice_fischmann96@uol.com.br;(62) 96408-8276;Bronze
HSP-518937;Aristeu Barreto Bertolasi;766.053.844-66;M;1966-09-21;Uberlândia;MG;aristeubertolasi54@icloud.com;41960177792;Ouro
HSP-857315;Leonardo Sacramento;638.639.609-04;M;1973-12-02;Uberlândia;MG;LEONARDO_SACRAMENTO82@YAHOO.COM.BR;31976516212;Bronze
HSP-567862;Osvaldo Chaves;825.311.060-06;M;05/03/1996;Londrina;PR;osvaldochaves@hotmail.com;11985319907;Bronze
HSP-632825;Moacir Nunes Marcelino;364.041.209-50;M;03/08/1950;Salvador;BA;moacir.marcelino77@gmail.com;(21) 96580-5627;Prata
HSP-921744;Rita Batista;136.657.224-62;F;01/02/1975;Salvador;BA;rita.batista@icloud.com;(81) 98585-1515;Bronze
HSP-052165;Iêdo Hirano Archanjo;882.351.305-72;M;25/06/1958;Recife;PE;iedo.archanjo94@icloud.com;(31) 97096-5483;Bronze
HSP-648499;Vera Graf;423.461.994-94;F;12/01/1958;Londrina;PR;vera.graf@icloud.com;(16) 97775-8309;Bronze
HSP-645360;Liara Carlini Ecker;208.496.498-97;F;10/11/1997;Recife;PE;liara_ecker@gmail.com;(31) 99313-6286;Bronze
HSP-313067;Rosmari Brambilla Pacheco;379.538.164-90;F;27/07/1948;Belo Horizonte;MG;rosmaripacheco28@gmail.com;(62) 97138-2225;Bronze
HSP-040214;Isis Echer Eckhoff;959.639.040-64;F;28/10/1989;Belo Horizonte;MG;ISISECKHOFF@UOL.COM.BR;11997348565;Bronze
HSP-304843;Iraci Cavalcanti Ambrogio;556.185.790-81;F;01/01/2004;Goiânia;GO;iraci_ambrogio59@yahoo.com.br;(21) 99453-7126;Ouro
HSP-198720;Anderson Borges;580.040.104-74;M;30/07/2006;Niterói;RJ;anderson.borges89@uol.com.br;(19) 97105-3790;Bronze
HSP-789441;Nardo Guerreiro Loureiro;839.774.573-49;M;26.03.94;Porto Alegre;RS;nardo.loureiro38@icloud.com;(21) 97445-4971;Bronze
HSP-028112;Francisco Matsuo;988.547.281-95;M;12/06/1988;São Paulo;SP;francisco.matsuo47@yahoo.com.br;16995549412;Bronze
HSP-138618;Rosalvo Bastos;130.724.078-00;M;21-07-1969;Curitiba;PR;rosalvo_bastos@gmail.com;(62) 96344-6806;Ouro
HSP-502067;Adenita Klein;634.362.948-37;F;08/11/1968;GOIÂNIA;GO;adenitaklein@yahoo.com.br;(21) 98790-1817;Bronze
HSP-525286;Filipe Garcia;666.134.732-51;M;22/04/2004;São Paulo;SP;FILIPE.GARCIA37@ICLOUD.COM;(81) 97179-1050;Prata
HSP-861613;Ovídio Arcie Mori;720.765.024-83;M;13/02/1980;Londrina;PR;ovidio.mori98@gmail.com;(81) 97442-8763;Bronze
HSP-859851;Helvio Ikeda;211.457.758-96;M;16/06/2003;Campinas;SP;helvio_ikeda@outlook.com;(61) 97879-1222;Bronze
HSP-425614;Arleuda Fiedler Alheiro;325.703.965-40;F;1954-01-23;Uberlândia;MG;arleuda.alheiro@hotmail.com;(19) 98616-2768;Bronze
HSP-268349;Maíara Americo Watanabe;430.985.916-09;F;25-10-1991;Goiânia;GO;maiara_watanabe@outlook.com;(51) 96451-1136;Bronze
HSP-525140;Cecília Fujita;407.034.910-32;F;12/01/1994;Ribeirão Preto;SP;cecilia_fujita56@outlook.com;(11) 96204-5119;Bronze
HSP-102915;Jânio Adão Arduin;143.075.366-81;M;15-03-1957;Uberlândia;MG;janio_arduin@gmail.com;(51) 99769-5948;Bronze
HSP-172413;Orlanda Meier Zimmer;497.826.612-28;F;22-08-1955;Porto Alegre;RS;orlandazimmer@outlook.com;(62) 99829-6858;Bronze
HSP-059476;Lucia Fujita Liebich;439.852.989-63;F;15/02/1966;Brasília;DF;lucia_liebich51@hotmail.com;(19) 98744-1097;Bronze
HSP-863024;Ivy Guimarães Azambuja;501.980.382-08;F;1983-04-09;São Paulo;SP;ivyazambuja@yahoo.com.br;(31) 96915-3535;Prata
HSP-106102;Maiena Alves Sakamoto;708.760.146-60;F;03/07/1989;Recife;PE;maiena_sakamoto@hotmail.com;(62) 97066-8194;Ouro
HSP-172562;Luigi Arconet;744.197.546-80;M;06/12/1990;São Paulo;SP;luigi_arconet@gmail.com;16977077960;Bronze
HSP-036860;Wagner Hayashi Gusmão;527.740.258-69;M;28/07/1972;Recife;PE;wagnergusmao91@uol.com.br;(19) 98101-2028;Diamante
HSP-772733;José Ardiles Amirate;767.929.884-05;M;15/04/1966;Porto Alegre;RS;jose.amirate@uol.com.br;81974257615;Bronze
HSP-646327;Nícolas Sardinha;312.661.094-39;M;06/11/1998;Belo Horizonte;MG;nicolas.sardinha96@gmail.com;(16) 99126-7132;Bronze
HSP-951242;Natanael Figueira Watanabe;326.831.901-74;M;23/07/1995;Brasília;DF;NATANAEL.WATANABE18@GMAIL.COM;(61) 99171-7685;PRATA
HSP-512853;Gumercindo Schaefer;821.766.191-02;M;22/11/1949;Londrina;PR;gumercindo.schaefer@outlook.com;21964839170;Bronze
HSP-828338;Kauan Amelinha Feiler;241.893.898-03;M;1987-05-31;Sao Paulo;SP;kauan_feiler@gmail.com;(62) 98857-2816;Bronze
HSP-237157;Amairla Cardoso Santana;037.199.051-36;F;14/09/1969;Porto Alegre;RS;amairla_santana@uol.com.br;21996358844;Bronze
HSP-564389;Balbino Cunha Elias;000.389.608-00;M;16/12/1962;São Paulo;SP;balbino_elias99@yahoo.com.br;(31) 97760-7993;Bronze
HSP-140252;Gerson Guerra Archave;890.030.102-00;M;13/12/1975;Porto Alegre;RS;gerson_archave6@outlook.com;(61) 98467-5001;Bronze
HSP-609278;Ieda Klement Kubota  ;374.584.384-36;F;12/07/1996;Ribeirão Preto;SP;ieda_kubota@uol.com.br;(21) 96221-6679;Prata
HSP-985351;Araci Takahashi Castellani;203.771.070-42;F;31/03/1989;Campinas;SP;araci_castellani50@outlook.com;21962445572;Bronze
HSP-021403;Elizinete Holzschuh;850.954.930-39;F;04/09/1967;Brasília;DF;elizinete_holzschuh@uol.com.br;(19) 99546-8004;Bronze
HSP-455513;Feliciano Jahn Weiss;320.441.384-50;M;14/07/1959;Curitiba;PR;FELICIANO_WEISS@GMAIL.COM;(81) 97123-6926;Prata
HSP-368840;Suiane Ardent Arão;070.578.360-07;F;10.05.96;São Paulo;SP;suianearao@outlook.com;(81) 98258-6145;Bronze
HSP-242186;Rudolf Cagnotti;310.287.950-09;M;26.09.82;Uberlândia;MG;rudolfcagnotti@gmail.com;(51) 99994-5217;Prata
HSP-151025;Josivaldo Araújo Aragoni;616.420.595-60;M;19-02-1976;Belo Horizonte;MG;josivaldo_aragoni@icloud.com;(61) 97927-5817;Prata
HSP-068575;Lênio Araújo Chiavegato;953.690.261-30;M;20/06/1954;Rio de Janeiro;RJ;lenio.chiavegato@hotmail.com;(81) 98062-9982;Bronze
HSP-665315;Jennifer Henrique Amancio;353.537.513-45;F;23/11/2002;Uberlândia;MG;jennifer_amancio@yahoo.com.br;61963266766;Bronze
HSP-728992;Lindolfo Hirano Aranda;692.944.551-73;M;1967-03-26;Belo Horizonte;MG;lindolfo.aranda@uol.com.br;(31) 98359-9096;Prata
HSP-259710;ORLANDO LOPES TRAVASSOS;602.128.866-14;M;14/12/1969;Campinas;SP;ORLANDO_TRAVASSOS90@UOL.COM.BR;(41) 98916-5806;Prata
HSP-907344;Eulalio Appolonio Araujo;764.722.981-81;M;03/11/1997;Recife;PE;eulalio.araujo@uol.com.br;81975158430;Bronze
HSP-272405;Audinéia Ximenes Albergaria;898.645.652-49;F;01.10.54;Londrina;PR;audineia.albergaria95@icloud.com;41977639505;Bronze
HSP-124219;Kezia Dreher Chaves;491.342.138-72;F;16/12/1981;Porto Alegre;RS;keziachaves@gmail.com;(81) 99696-1651;Ouro
HSP-957582;Daniel Marques Heckmann;117.674.124-10;M;23/03/1982;Belo Horizonte;MG;danielheckmann@outlook.com;21990484644;Bronze
HSP-476068;Elói Alarcão;061.853.800-30;M;27/09/1982;Porto Alegre;RS;eloi.alarcao49@hotmail.com;41970868702;Prata
HSP-189870;Glenison Abilio;178.932.064-03;M;08/09/1995;Curitiba;PR;glenisonabilio@uol.com.br;(41) 98612-6713;Bronze
HSP-864655;Jasmim Zerbini Bauer;413.146.753-46;F;1986-09-15;Niterói;RJ;jasmimbauer@hotmail.com;(16) 99917-6224;Bronze
HSP-886602;Ivano Klement Macedo;360.854.566-20;M;10/02/1964;Uberlândia;MG;IVANO_MACEDO@OUTLOOK.COM;(11) 97099-8954;Prata
HSP-285719;Florisvaldo  Nogueira Busch;952.980.061-40;M;29/09/1970;Salvador;BA;florisvaldobusch46@uol.com.br;21986821806;Prata
HSP-372134;Lindolfo Antonioli Santoro;830.008.186-00;M;14-06-1959;Niterói;RJ;lindolfo_santoro37@outlook.com;(11) 96942-5051;Prata
HSP-172007;Baldomiro Leal Hermann;600.892.196-86;M;1971-07-23;Ribeirão Preto;SP;baldomiro.hermann@outlook.com;(61) 97741-9394;Ouro
HSP-953424;Bladimir Kimura Artoni;474.883.607-53;M;20/10/1983;Campinas;SP;bladimirartoni@outlook.com;(62) 98926-2774;Bronze
HSP-441316;Aelma Nunes Klein;118.237.931-18;F;08/09/1986;Uberlândia;MG;aelma.klein@yahoo.com.br;62989614808;Prata
HSP-806582;Ilmo Kühn Diesel;387.875.357-85;M;13/03/1977;Londrina;PR;ilmodiesel@uol.com.br;21997732721;Bronze
HSP-171490;Jandaia Heller;672.872.866-02;F;15/04/2006;Rio de Janeiro;RJ;jandaia.heller56@outlook.com;51981406281;Bronze
HSP-689364;Junior Taveira Novais;352.287.056-51;F;1960-07-26;Curitiba;PR;junior.novais9@gmail.com;(51) 98873-4074;Bronze
HSP-650683;Dorival Kimura Feiler;034.469.459-38;M;10.01.02;Campinas;SP;dorival_feiler@uol.com.br;(62) 98627-4319;Bronze
HSP-221757;Josué Drumond;599.949.732-90;M;03/02/1988;Londrina;PR;josue.drumond@hotmail.com;21998073400;Prata
HSP-184437;Lindomar Silva Eichler;386.667.548-85;M;29/10/2002;Campinas;SP;lindomar_eichler@uol.com.br;(41) 99913-3721;Bronze
HSP-654303;Josefa Amira Merten;756.398.365-12;F;12/01/1985;Salvador;BA;josefa.merten@gmail.com;(41) 97810-6914;Diamante
HSP-950266;Rafael Decker Engler;604.409.079-50;M;01/06/1974;Campinas;SP;rafaelengler@hotmail.com;(16) 99071-9938;Bronze
HSP-718081;Renan Freitas Archane;705.184.390-70;M;07/10/1993;londrina;PR;renan_archane@outlook.com;(31) 99709-7000;Bronze
HSP-171210;Selso Nakashima Miyazaki;938.620.448-74;M;06/09/2001;São Paulo;SP;selso_miyazaki60@uol.com.br;(21) 98319-8585;Prata  
HSP-159772;Gil Accioli;571.343.240-87;M;04-10-1999;Londrina;PR;gil_accioli@hotmail.com;(51) 96575-6169;Prata
HSP-924033;aglaé carnevali;872.096.289-40;F;15/08/1991;Belo Horizonte;MG;aglae.carnevali@yahoo.com.br;(61) 98646-5729;Prata
HSP-072401;Idário Adorno Amevo;272.795.596-03;M;20/05/1983;Niterói;RJ;idarioamevo@gmail.com;(61) 98872-2713;Prata
HSP-391315;Carolina Linke;079.799.667-24;F;25/06/1977;Salvador;BA;carolina.linke48@uol.com.br;61979767572;Bronze
HSP-425511;Sandra Alarcão;498.392.250-49;F;28/09/1969;Campinas;SP;SANDRA.ALARCAO99@HOTMAIL.COM;(61) 97878-7487;Bronze
HSP-830220;Massao Ardissone;328.507.251-29;M;13/07/1989;Rio de Janeiro;RJ;massao_ardissone@yahoo.com.br;(41) 99738-8738;Bronze
HSP-393326;Denise Boschi Carneiro;696.815.790-03;F;25/12/1995;Brasília;DF;denise.carneiro@hotmail.com;(41) 97511-6935;Bronze
HSP-961124;Eloisy Arcadio;562.624.467-02;F;15/10/1971;Recife;PE;eloisy.arcadio54@hotmail.com;31976319476;prata
HSP-648115;Koji Glaser;707.660.464-78;M;31/05/1998;Ribeirão Preto;SP;kojiglaser@uol.com.br;(16) 98056-7108;Bronze
HSP-953613;Balbina Hansen Freire;943.897.607-85;F;19/06/1991;Uberlândia;MG;balbina_freire63@yahoo.com.br;(61) 96205-7050;Bronze
HSP-513036;Catarine Bevilacqua Cinelli;915.086.321-54;F;25-05-2005;Uberlândia;MG;catarinecinelli94@hotmail.com;(16) 97765-5500;Bronze
HSP-503067;Darlane Archello Bosio;168.154.660-43;F;16/07/1960;Niterói;RJ;darlane.bosio@outlook.com;(21) 99427-8101;Bronze
HSP-576052;Renildo Calori Bergmann;642.480.962-77;M;23-05-1961;Recife;PE;renildobergmann1@yahoo.com.br;(41) 96076-7788;Bronze
HSP-320302;Benedito Ogawa Aragones;979.695.867-83;M;22/07/1950;Uberlândia;MG;beneditoaragones44@outlook.com;(61) 99369-8280;Bronze
HSP-620896;Nobuo Abraão Bardini;851.385.445-00;M;04/04/1992;Goiânia;GO;nobuo_bardini@gmail.com;(31) 98559-3731;Bronze
HSP-542916;Kamila Lange Andrade;116.331.942-21;F;15-01-1982;Uberlândia;MG;kamila.andrade@icloud.com;(19) 98253-7693;Bronze
HSP-666665;Adjanira Aragones Casiraghi;863.677.472-14;F;1974-12-05;Porto Alegre;RS;adjanira.casiraghi@gmail.com;62993996473;Bronze
HSP-544102;Sonja Nascimento;998.199.605-09;F;12/02/1973;Campinas;SP;sonjanascimento73@icloud.com;(16) 98803-2490;Bronze
HSP-519472;Vanessa Aragão Arder;735.241.039-28;F;25/12/1957;Brasília;DF;vanessa_arder@icloud.com;81978174963;Bronze
HSP-889270;Akira Arcosi Franco;068.761.648-45;M;27/04/1953;Uberlândia;MG;akira.franco@uol.com.br;(62) 98927-1388;Bronze
HSP-870396;Elisangela Magalhães Chierotti;761.124.912-65;F;08-10-1971;Uberlândia;MG;ELISANGELA_CHIEROTTI@OUTLOOK.COM;(31) 99739-4982;Bronze
HSP-477736;Adenir Castro Erdmann;574.949.022-01;F;11/11/2000;Ribeirão Preto;SP;adenirerdmann29@outlook.com;81974855771;Bronze
HSP-618168;Malvina Arcon Brandt;430.394.290-19;F;18/01/1968;Salvador;BA;malvina_brandt@uol.com.br;(62) 97662-8814;Bronze
HSP-338415;Ilton Sales Aoki;276.015.343-67;M;22/07/1962;Niterói;RJ;ilton.aoki78@icloud.com;21986624226;Bronze
HSP-873069;Elmira Anjinho Arconte;814.888.107-37;F;27/06/1960;São Paulo;SP;ELMIRAARCONTE@HOTMAIL.COM;(51) 99265-3993;Ouro
HSP-227799;Vitório Yamada Zanini;284.033.399-68;M;10/11/1952;São Paulo;SP;VITORIO_ZANINI@UOL.COM.BR;11973062196;Prata
HSP-152455;Erivaldo Merten;173.997.046-27;M;20/10/1964;Campinas;SP;erivaldomerten81@hotmail.com;(61) 98077-8918;Bronze
HSP-253499;Naires Campi Amazónia;705.877.221-50;F;26/11/1976;Belo Horizonte;MG;naires_amazonia@gmail.com;(16) 97402-9824;Bronze
HSP-535136;Robson Bianconi;925.236.229-04;M;13/12/1979;Belo Horizonte;MG;robsonbianconi67@yahoo.com.br;81992307830;Bronze
HSP-378335;Aguinara Ikeda Bergmann;606.065.274-35;F;03/07/1994;Porto Alegre;RS;aguinara.bergmann@hotmail.com;(41) 98711-5193;Bronze
HSP-351258;Harumi Ehmke;113.257.970-81;F;15/03/1973;Brasília;DF;HARUMIEHMKE@ICLOUD.COM;(16) 97023-5589;Bronze
HSP-239117;Oriana Duarte;562.294.938-61;F;06/10/1976;Ribeirão Preto;SP;oriana.duarte@outlook.com;(81) 98238-5271;Bronze
HSP-867937;Elisangela Nonato;325.737.553-04;F;29/05/2001;Uberlândia;MG;elisangelanonato@outlook.com;(51) 98472-1379;Bronze
HSP-780935;Gilson Kruse Ludwig;085.874.951-35;M;17/11/1963;Brasília;DF;gilsonludwig12@uol.com.br;21981783592;Bronze
HSP-742487;moises araxá ardene;512.957.860-01;M;14/12/2000;Belo Horizonte;MG;moises_ardene@gmail.com;(81) 99392-7388;Ouro
HSP-226346;Felipe Ehrlich;959.232.342-97;M;03/01/1994;Brasília;DF;felipe.ehrlich78@gmail.com;(31) 98212-6710;Bronze
HSP-342923;Emídio Bianchi Ardina;271.607.360-01;M;31/05/1989;Belo Horizonte;MG;emidio_ardina@hotmail.com;(41) 99157-7234;Bronze
HSP-171467;Donizete Aguilar;563.318.574-94;M;1961-03-04;Recife;PE;donizeteaguilar59@gmail.com;(11) 97556-7881;Prata
HSP-483906;Edite Hack Decker;670.450.232-78;F;26/08/2001;Niterói;RJ;editedecker67@hotmail.com;(31) 98847-8697;Bronze
HSP-684151;Vinicius Barbieri Ardon;251.207.346-77;M;01.03.74;Curitiba;PR;viniciusardon@outlook.com;(81) 97315-1466;Bronze
