Reserva_ID;Quarto_ID;Hospede_ID;Canal_Venda;Data_Reserva;Data_Checkin;Data_Checkout;Qtd_Hospedes;Diaria_Media_Cobrada;Status_Reserva;Hotel_ID;Numero_Quarto;Andar;Tipo_Quarto;Capacidade_Pessoas;Vista;Tarifa_Base_Diaria;Hotel_Nome;Bandeira;Cidade;UF;Perfil_Destino;Categoria_Estrelas;Ano_Inauguracao;Nota_Media_Avaliacao;Hospede_Nome;CPF;Sexo;Data_Nascimento;Cidade_Origem;UF_Origem;Email;Telefone;Nivel_Fidelidade;Qtd_Lancamentos_Extras;Valor_Consumos_Extras
RSV-52062592;QRT-00699;HSP-726479;Agência de Turismo;2025-07-12;27/12/2025;29-12-2025;2;2536,63;Check-out Realizado;HTL-485;303;3;Superior;3;Piscina;1526,1;Horizonte Grand Resort Porto de Galinhas;Horizonte Grand Resort;Porto de Galinhas;PE;praia;5;2009;8,6;Marcos Arduchin Barbosa;238.086.919-72;M;1983-07-25;Niterói;RJ;marcos.barbosa@uol.com.br;(62) 96425-8774;Ouro;7,0;2435,72
RSV-46704517;QRT-76575;HSP-750022;OTA BookNow;2025-06-01;20/09/2025;25/09/2025;2;205,08;Check-out Realizado;HTL-103;304;3;Superior;3;Jardim;307,56;Horizonte Express Florianópolis;Horizonte Express;Florianópolis;SC;praia;3;2004;8,7;Gloria Elias Chierichetti;429.636.412-06;F;1975-05-15;São Paulo;SP;gloria.chierichetti@outlook.com;(16) 96555-6247;Prata;1,0;9,88
RSV-18662513;QRT-38783;HSP-902633;OTA BookNow;2024-05-23;08/07/2024;13/07/2024;3;468,92;Check-out Realizado;HTL-878;206;2;Superior;3;Piscina;442,06;Horizonte Plaza Maceió;Horizonte Plaza;Maceió;AL;praia;4;1999;9,0;Vladmir Arcot Cervantes;415.305.386-45;M;1973-04-02;Niterói;RJ;vladmir.cervantes@yahoo.com.br;(31) 97534-4553;Bronze;3,0;138,87
RSV-38892859;QRT-69925;HSP-628988;Site Próprio;2025-04-03;17/06/2025;20/06/2025;2;147,86;Check-out Realizado;HTL-606;506;5;Superior;3;Interna;228,24;Horizonte Express São Paulo;Horizonte Express;São Paulo;SP;urbano;3;2017;9,0;Junior  Figueira;495.665.660-26;F;1991-01-07;Goiânia;GO;junior.figueira@yahoo.com.br;(19) 98650-3319;Ouro;3,0;326,37
RSV-28985492;QRT-75030;HSP-739459;OTA ViajaMais;2024-08-15;30/08/2024;04/09/2024;1;592,08;Check-out Realizado;HTL-602;204;2;Standard;2;Montanha;497,35;Horizonte Plaza Gramado;Horizonte Plaza;Gramado;RS;serra;4;2001;7,9;Varino Arcipreste Ehmke;371.053.925-09;M;1967-07-22;Curitiba;PR;varinoehmke@gmail.com;(19) 98839-9119;Bronze;7,0;470,52
RSV-11590652;QRT-53917;HSP-707224;ViajaMais;2024-07-31;06/09/2024;08/09/2024;2;1382,48;Check-out Realizado;HTL-485;102;1;Superior;3;Mar;1110,47;Horizonte Grand Resort Porto de Galinhas;Horizonte Grand Resort;Porto de Galinhas;PE;praia;5;2009;8,6;Malvina Amira Cirelli;260.808.287-40;F;2004-08-18;Uberlândia;MG;malvina.cirelli@uol.com.br;(62) 97510-7592;Ouro;4,0;162,23
RSV-34849235;QRT-89068;HSP-980961;OTA ViajaMais;2026-04-25;20/08/2026;2026-08-22;3;204,67;Confirmada;HTL-606;302;3;Superior;3;Interna;308,96;Horizonte Express São Paulo;Horizonte Express;São Paulo;SP;urbano;3;2017;9,0;Vaniela Lorenz Freitas;723.869.742-43;F;1986-10-18;São Paulo;SP;vanielafreitas94@yahoo.com.br;(41) 97599-9689;Prata;0,0;0,0
RSV-36912146;QRT-00087;HSP-750022;OTA BookNow;2024-08-08;14/10/2024;16.10.24;3;616,08;Check-out Realizado;HTL-108;301;3;Luxo;3;Interna;780,58;Horizonte Plaza Belo Horizonte;Horizonte Plaza;Belo Horizonte;MG;urbano;4;2003;7,6;Gloria Elias Chierichetti;429.636.412-06;F;1975-05-15;São Paulo;SP;gloria.chierichetti@outlook.com;(16) 96555-6247;Prata;2,0;143,92
RSV-85627539;QRT-11142;HSP-503318;Site Próprio;2025-04-22;2025-07-15;19/07/2025;1;483,39;Check-out Realizado;HTL-103;209;2;Suíte Master;4;Jardim;500,12;Horizonte Express Florianópolis;Horizonte Express;Florianópolis;SC;praia;3;2004;8,7;Narciso Amavizca;006.298.778-07;M;1983-12-29;Porto Alegre;RS;narciso_amavizca41@uol.com.br;(61) 99178-7352;Prata;1,0;32,95
RSV-99759791;QRT-00452;HSP-198592;Site Próprio;2026-08-12;21/08/2026;24/08/2026;2;620,78;Confirmada;HTL-485;105;1;Standard;2;Mar;905,93;Horizonte Grand Resort Porto de Galinhas;Horizonte Grand Resort;Porto de Galinhas;PE;praia;5;2009;8,6;Simone Nakashima Aparo;536.143.269-50;F;1991-03-24;Rio de Janeiro;RJ;simoneaparo@hotmail.com;(16) 99505-7916;Ouro;0,0;0,0
RSV-07501550;QRT-50555;HSP-785026;Site Próprio;2025-04-14;25/04/2025;27/04/2025;2;360,54;Check-out Realizado;HTL-103;305;3;Superior;3;Piscina;232,81;Horizonte Express Florianópolis;Horizonte Express;Florianópolis;SC;praia;3;2004;8,7;Takashi Amanta;545.697.296-49;M;2000-04-01;Porto Alegre;RS;takashi_amanta15@uol.com.br;(31) 97857-8008;Bronze;1,0;18,98
RSV-86719679;QRT-12128;HSP-603722;Site Próprio;2024-07-23;31/08/2024;01/09/2024;1;196,31;Check-out Realizado;HTL-606;403;4;Superior;3;Avenida;293,32;Horizonte Express São Paulo;Horizonte Express;São Paulo;SP;urbano;3;2017;9,0;Iris Arcanjo Cilento;089.164.983-25;F;2002-05-16;Porto Alegre;RS;iris_cilento35@hotmail.com;(81) 98579-7479;Diamante;1,0;112,1
RSV-51991915;QRT-75780;HSP-404087;Agência de Turismo;2025-03-20;07/09/2025;12/09/2025;1;327,08;Check-out Realizado;HTL-878;307;3;Standard;2;Piscina;519,92;Horizonte Plaza Maceió;Horizonte Plaza;Maceió;AL;praia;4;1999;9,0;Elorisete Eisenhardt Löffler;081.332.412-27;F;1977-10-23;Brasília;DF;elorisete_loffler55@gmail.com;(21) 98963-4386;Ouro;8,0;765,35
RSV-37840567;QRT-23801;HSP-874222;OTA ViajaMais;2026-06-19;25/07/2026;01-08-2026;1;2286,37;Confirmada;HTL-356;203;2;Standard;2;Montanha;1290,76;Horizonte Grand Resort Campos do Jordão;Horizonte Grand Resort;Campos do Jordão;SP;serra;5;2020;8,7;Elionarda Batista;276.255.937-54;F;2000-01-09;Belo Horizonte;MG;elionarda_batista@gmail.com;(21) 99528-9497;Diamante;0,0;0,0
RSV-57842917;QRT-26539;HSP-064664;Site Próprio;2024-12-27;21/03/2025;26/03/2025;1;314,28;Check-out Realizado;HTL-785;102;1;Standard;2;Mar;393,85;Horizonte Plaza Búzios;Horizonte Plaza;Búzios;RJ;praia;4;2008;8,9;Laudivino Ardao Fiedler;676.024.401-02;M;1990-11-04;Niterói;RJ;laudivino.fiedler@outlook.com;(41) 96733-1790;Ouro;3,0;441,49
RSV-51201894;QRT-03930;HSP-797998;Agência de Turismo;2024-09-01;19.10.24;21/10/2024;1;234,02;Check-out Realizado;HTL-108;404;4;Standard;2;Interna;364,27;Horizonte Plaza Belo Horizonte;Horizonte Plaza;Belo Horizonte;MG;urbano;4;2003;7,6;Clarina Cafagna;907.426.633-96;F;1955-05-06;Rio de Janeiro;RJ;clarinacafagna@uol.com.br;(21) 96714-3426;Diamante;1,0;329,53
RSV-96074450;QRT-02047;HSP-465994;OTA ViajaMais;2025-06-05;31/08/2025;05/09/2025;2;284,53;Check-out Realizado;HTL-103;308;3;Superior;3;Piscina;250,45;Horizonte Express Florianópolis;Horizonte Express;Florianópolis;SC;praia;3;2004;8,7;Josivaldo Oliveira;822.655.999-56;M;1974-09-29;Brasília;DF;josivaldo.oliveira14@hotmail.com;(81) 98650-5032;Bronze;3,0;619,3
RSV-78398728;QRT-82654;HSP-780935;Balcão;2025-12-29;29.12.25;31-12-2025;2;799,13;Check-out Realizado;HTL-108;204;2;Luxo;3;Interna;795,56;Horizonte Plaza Belo Horizonte;Horizonte Plaza;Belo Horizonte;MG;urbano;4;2003;7,6;Gilson Kruse Ludwig;085.874.951-35;M;1963-11-17;Brasília;DF;gilsonludwig12@uol.com.br;(21) 98178-3592;Bronze;1,0;27,42
RSV-66089387;QRT-58511;HSP-598679;Site Próprio;2025-06-22;11/07/2025;13.07.25;1;924,34;Check-out Realizado;HTL-602;403;4;Standard;2;Vale;501,75;Horizonte Plaza Gramado;Horizonte Plaza;Gramado;RS;serra;4;2001;7,9;Kamille Lisboa Diesel;225.350.227-88;F;1969-11-19;Goiânia;GO;kamille_diesel51@icloud.com;(81) 96030-4153;Diamante;1,0;18,96
RSV-66859914;QRT-75121;HSP-960933;Site Próprio;2024-08-03;13/08/2024;17/08/2024;3;745,12;Check-out Realizado;HTL-878;305;3;Superior;3;Jardim;563,95;Horizonte Plaza Maceió;Horizonte Plaza;Maceió;AL;praia;4;1999;9,0;Miliara Alvelos Engler;210.728.878-00;F;1974-10-17;Niterói;RJ;miliaraengler18@yahoo.com.br;(81) 99114-1921;Bronze;4,0;424,38
RSV-18545763;QRT-00593;HSP-078751;site proprio;2025-05-13;26/07/2025;29/07/2025;1;1406,69;Check-out Realizado;HTL-356;210;2;Standard;2;Jardim;836,41;Horizonte Grand Resort Campos do Jordão;Horizonte Grand Resort;Campos do Jordão;SP;serra;5;2020;8,7;Naila Chagas Archave;421.682.682-23;F;2005-12-17;Campinas;SP;naila.archave@icloud.com;(16) 97457-7588;Ouro;8,0;1227,17
RSV-05160655;QRT-47802;HSP-677749;Agência de Turismo;2025-06-23;11/07/2025;2025-07-13;3;660,38;Cancelada;HTL-103;402;4;Luxo;3;Mar;450,36;Horizonte Express Florianópolis;Horizonte Express;Florianópolis;SC;praia;3;2004;8,7;Jair Bittencourt;101.074.520-49;M;1983-11-01;Rio de Janeiro;RJ;jairbittencourt7@gmail.com;(81) 99762-2310;Diamante;0,0;0,0
RSV-29916521;QRT-65918;HSP-817211;WEB;2026-04-06;30-05-2026;01/06/2026;3;466,68;Check-out Realizado;HTL-602;311;3;Superior;3;Vale;538,12;Horizonte Plaza Gramado;Horizonte Plaza;Gramado;RS;serra;4;2001;7,9;Palmério Kaiser;478.745.456-05;M;1994-07-03;Londrina;PR;palmeriokaiser@gmail.com;(41) 98718-2995;Bronze;3,0;2215,58
RSV-22532294;QRT-24274;HSP-584526;OTA ViajaMais;2025-12-28;28/03/2026;01.04.26;2;371,70;Check-out Realizado;HTL-878;101;1;Standard;2;Piscina;458,51;Horizonte Plaza Maceió;Horizonte Plaza;Maceió;AL;praia;4;1999;9,0;Mariano Jakob Abbate;222.694.053-74;M;1959-10-23;Porto Alegre;RS;marianoabbate@icloud.com;(16) 96749-8191;Diamante;7,0;900,04
RSV-23783566;QRT-84072;HSP-935086;Site Próprio;2024-10-01;2024-11-12;15/11/2024;2;1672,71;Check-out Realizado;HTL-485;403;4;Luxo;3;Jardim;1951,43;Horizonte Grand Resort Porto de Galinhas;Horizonte Grand Resort;Porto de Galinhas;PE;praia;5;2009;8,6;Wolmir Amezola;008.057.019-40;M;1961-02-23;Uberlândia;MG;wolmir_amezola27@icloud.com;(61) 97828-6267;Prata;3,0;1105,47
RSV-30742593;QRT-87654;HSP-667740;OTA ViajaMais;2025-09-15;07/11/2025;09/11/2025;2;804,79;Cancelada;HTL-108;202;2;Luxo;3;Interna;667,28;Horizonte Plaza Belo Horizonte;Horizonte Plaza;Belo Horizonte;MG;urbano;4;2003;7,6;Aelma Azevedo;302.419.350-24;F;1968-08-01;Campinas;SP;aelmaazevedo@gmail.com;(61) 97092-3866;Prata;0,0;0,0
RSV-01436540;QRT-79165;HSP-749529;Balcão;2025-01-18;18/01/2025;22-01-2025;2;1148,40;Check-out Realizado;HTL-878;102;1;Superior;3;Piscina;641,83;Horizonte Plaza Maceió;Horizonte Plaza;Maceió;AL;praia;4;1999;9,0;Antero Heller Antenor;749.281.871-80;M;2007-01-14;Brasília;DF;antero.antenor@hotmail.com;(19) 96956-6746;Diamante;4,0;627,72
RSV-72934682;QRT-85702;HSP-838346;Agência de Turismo;2025-10-01;26/11/2025;03/12/2025;1;535,43;Check-out Realizado;HTL-602;105;1;Superior;3;Vale;559,4;Horizonte Plaza Gramado;Horizonte Plaza;Gramado;RS;serra;4;2001;7,9;Alyne Arrighi Bastos;742.334.128-28;F;1962-11-10;Londrina;PR;alynebastos31@icloud.com;(16) 96095-4951;Bronze;9,0;1995,21
RSV-92511797;QRT-41356;HSP-749529;AGENCIA;2025-03-18;11/04/2025;16.04.25;2;219,96;Check-out Realizado;HTL-105;302;3;Superior;3;Jardim;320,18;Horizonte Express Foz do Iguaçu;Horizonte Express;foz do iguaçu;PR;eco;3;2013;8,8;Antero Heller Antenor;749.281.871-80;M;2007-01-14;Brasília;DF;antero.antenor@hotmail.com;(19) 96956-6746;Diamante;6,0;484,54
RSV-29946043;QRT-80800;HSP-069079;OTA BookNow;2025-08-17;22/08/2025;26/08/2025;1;498,57;Check-out Realizado;HTL-782;202;2;Superior;3;Mata;536,94;Horizonte Plaza Bonito;Horizonte Plaza;Bonito;MS;eco;4;2022;7,9;Sabino Hayashi;120.039.344-99;M;1953-03-10;Uberlândia;MG;sabinohayashi56@uol.com.br;(16) 99662-3680;Bronze;9,0;865,49
RSV-68918808;QRT-43580;HSP-551845;OTA BookNow;2025-04-29;23/05/2025;30/05/2025;1;307,45;Check-out Realizado;HTL-782;105;1;Standard;2;Piscina;345,02;Horizonte Plaza Bonito;Horizonte Plaza;Bonito;MS;eco;4;2022;7,9;Alisson  Löffler Jung;718.036.313-84;M;1986-08-02;São Paulo;SP;alissonjung78@hotmail.com;(21) 99153-1704;Diamante;14,0;1499,12
RSV-74662162;QRT-96972;HSP-240422;Site;2024-11-09;06/01/2025;10.01.25;1;178,79;Check-out Realizado;HTL-606;504;5;Superior;3;Avenida;242,42;Horizonte Express São Paulo;Horizonte Express;São Paulo;SP;urbano;3;2017;9,0;Alfonsina Lima Anunciação;061.920.841-49;F;1981-09-09;Curitiba;PR;alfonsinaanunciacao19@gmail.com;(41) 99002-9857;Bronze;3,0;202,0
RSV-97024509;QRT-07517;HSP-821268;OTA - BookNow;2026-06-06;08/07/2026;11/07/2026;2;682,40;Confirmada;HTL-108;309;3;Luxo;3;Avenida;646,04;Horizonte Plaza Belo Horizonte;Horizonte Plaza;Belo Horizonte;MG;urbano;4;2003;7,6;Selso Ambrosio;271.618.628-68;M;2006-10-31;Goiânia;GO;selsoambrosio@yahoo.com.br;(51) 97971-7847;Ouro;0,0;0,0
RSV-97232577;QRT-83481;HSP-820307;OTA BookNow;2025-10-20;30/12/2025;01/01/2026;1;1041,20;Check-out Realizado;HTL-602;106;1;Standard;2;Montanha;566,39;Horizonte Plaza Gramado;Horizonte Plaza;Gramado;RS;serra;4;2001;7,9;Nina Portela Bruno;599.954.408-49;F;1995-03-14;Porto Alegre;RS;nina.bruno@uol.com.br;(61) 98292-3550;Bronze;1,0;11,69
RSV-38774713;QRT-58511;HSP-418332;Site Próprio;2025-05-29;01-06-2025;06.06.25;2;599,15;Check-out Realizado;HTL-602;403;4;Standard;2;Vale;501,75;Horizonte Plaza Gramado;Horizonte Plaza;Gramado;RS;serra;4;2001;7,9;Kimiko Ramos;363.917.013-00;F;1989-07-23;Salvador;BA;kimikoramos@uol.com.br;(21) 96024-3352;Prata;7,0;1789,61
RSV-67497613;QRT-66307;HSP-949432;Agência de Turismo;2025-10-18;07-11-2025;09/11/2025;3;341,14;Check-out Realizado;HTL-105;312;3;Superior;3;Jardim;239,22;Horizonte Express Foz do Iguaçu;Horizonte Express;Foz do Iguaçu;PR;eco;3;2013;8,8;Almir Holanda;011.273.831-16;M;1999-05-14;Ribeirão Preto;SP;almirholanda@icloud.com;(21) 97863-3659;Diamante;2,0;599,37
RSV-83535362;QRT-25078;HSP-480489;Site Próprio;2025-07-22;27/07/2025;31/07/2025;3;1887,40;Check-out Realizado;HTL-602;205;2;Ste. Master;4;Jardim;863,64;Horizonte Plaza Gramado;Horizonte Plaza;Gramado;RS;serra;4;2001;7,9;Nerino Lacerda Salles;155.859.392-62;M;2004-02-23;Uberlândia;MG;nerino.salles@outlook.com;(61) 97457-8145;Bronze;3,0;117,73
RSV-38022031;QRT-66307;HSP-163865;Site Próprio;2025-08-28;29/10/2025;31/10/2025;3;169,81;Check-out Realizado;HTL-105;312;3;Superior;3;Jardim;239,22;Horizonte Express Foz do Iguaçu;Horizonte Express;Foz do Iguaçu;PR;eco;3;2013;8,8;Katia Aranzales Carta;123.316.030-30;F;1971-05-19;Uberlândia;MG;katiacarta@uol.com.br;(31) 98780-7091;Prata;4,0;148,79
RSV-97415170;QRT-50555;HSP-202235;Site Próprio;2026-04-12;01/07/2026;2026-07-06;1;241,66;Confirmada;HTL-103;305;3;Superior;3;Piscina;232,81;Horizonte Express Florianópolis;Horizonte Express;Florianópolis;SC;praia;3;2004;8,7;Renoir Arconet Arcot;610.480.880-81;M;1998-09-29;Ribeirão Preto;SP;renoir_arcot@yahoo.com.br;(51) 99560-9565;Bronze;0,0;0,0
RSV-06958930;QRT-62407;HSP-942170;OTA BookNow;2025-05-01;26/07/2025;27/07/2025;2;309,02;Cancelada;HTL-108;302;3;Standard;2;Cidade;453,0;Horizonte Plaza Belo Horizonte;Horizonte Plaza;Belo Horizonte;MG;urbano;4;2003;7,6;Jairo Guerra;123.720.550-62;M;1956-01-03;Belo Horizonte;MG;jairo.guerra@gmail.com;(11) 96084-1297;Prata;0,0;0,0
RSV-70446552;QRT-63506;HSP-583593;Central Telefônica;2026-03-17;31/03/2026;03/04/2026;1;334,84;Check-out Realizado;HTL-606;305;3;Standard;2;Cidade;220,43;Horizonte Express São Paulo;Horizonte Express;São Paulo;SP;urbano;3;2017;9,0;Vitor Arduin Candido;919.191.135-41;M;1963-09-28;Campinas;SP;vitorcandido@uol.com.br;(19) 99339-7451;Bronze;0,0;0,0
RSV-20367170;QRT-83187;HSP-520758;Agência de Turismo;2025-04-04;25/04/2025;30/04/2025;2;377,01;No-Show;HTL-602;310;3;Standard;2;Jardim;497,36;Horizonte Plaza Gramado;Horizonte Plaza;Gramado;RS;serra;4;2001;7,9;Afrânea Canellas Abrunhosa;753.045.370-09;F;1957-01-05;Salvador;BA;afranea_abrunhosa86@yahoo.com.br;(21) 96870-2243;Bronze;0,0;0,0
RSV-66209842;QRT-51602;HSP-117412;Site Próprio;2024-09-04;06/11/2024;2024-11-07;3;326,05;Check-out Realizado;HTL-606;210;2;Superior;3;Avenida;307,6;Horizonte Express São Paulo;Horizonte Express;São Paulo;SP;urbano;3;2017;9,0;Aurelio Guerreiro;335.712.057-74;M;1969-01-27;Niterói;RJ;aurelio_guerreiro@gmail.com;(41) 98621-9762;Diamante;0,0;0,0
RSV-59179142;QRT-95201;HSP-064802;OTA BookNow;2024-10-17;31/01/2025;03/02/2025;2;595,71;Cancelada;HTL-878;310;3;Standard ;2;Jardim;372,84;Horizonte Plaza Maceió;Horizonte Plaza;Maceió;AL;praia;4;1999;9,0;Laris Reis;043.502.385-30;F;1948-11-07;Uberlândia;MG;laris.reis72@uol.com.br;(51) 97729-7403;Prata;0,0;0,0
RSV-96897899;QRT-53917;HSP-653378;OTA ViajaMais;2026-01-31;03-05-2026;07.05.26;2;809,73;Check-out Realizado;HTL-485;102;1;SUP;3;Mar;1110,47;Horizonte Grand Resort Porto de Galinhas;Horizonte Grand Resort;Porto de Galinhas;PE;praia;5;2009;8,6;Liz Krebs Casanova;512.476.400-78;F;1962-09-20;Porto Alegre;RS;liz.casanova@yahoo.com.br;(61) 98134-7798;Bronze;7,0;1937,8
RSV-11286217;QRT-70661;HSP-729040;booknow;2024-12-11;27.12.24;31/12/2024;1;1640,72;Check-out Realizado;HTL-356;302;3;Luxo;3;Jardim;1481,48;Horizonte Grand Resort Campos do Jordão;Horizonte Grand Resort;Campos do Jordão;SP;serra;5;2020;8,7;Orlando Magalhães Cilloni;971.377.793-01;M;2006-08-15;Ribeirão Preto;SP;orlandocilloni@gmail.com;(51) 97907-1501;Diamante;6,0;993,69
RSV-26680221;QRT-71975;HSP-000266;Site Próprio;2026-03-19;09/04/2026;11-04-2026;1;510,80;Check-out Realizado;HTL-782;301;3;Superior;3;Piscina;491,29;Horizonte Plaza Bonito;Horizonte Plaza;Bonito;MS;eco;4;2022;7,9;Cassio Salles;762.914.304-44;M;1971-05-28;Rio de Janeiro;RJ;cassiosalles@gmail.com;(41) 97230-2936;Prata;0,0;0,0
RSV-64821649;QRT-41338;HSP-391850;Walk-in;2025-05-02;02/05/2025;04/05/2025;2;397,52;Check-out Realizado;HTL-782;111;1;Standard;2;Piscina;440,04;Horizonte Plaza Bonito;Horizonte Plaza;Bonito;MS;eco;4;2022;7,9;Damião Archanno Kinoshita;646.028.836-48;M;1961-10-03;Rio de Janeiro;RJ;damiaokinoshita@uol.com.br;(19) 96154-2464;Prata;3,0;1002,16
RSV-71561969;QRT-77112;HSP-815826;Site Próprio;2024-09-18;05/10/2024;09.10.24;3;1550,62;Check-out Realizado;HTL-485;304;3;Luxo;3;Piscina;2058,51;Horizonte Grand Resort Porto de Galinhas;Horizonte Grand Resort;porto de galinhas;PE;praia;5;2009;8,6;Potira Masuda;496.026.676-72;F;1958-12-25;Rio de Janeiro;RJ;potiramasuda22@yahoo.com.br;(31) 98264-5976;Bronze;5,0;836,62
RSV-58543909;QRT-65099;HSP-687388;Site Próprio;2026-04-14;12-05-2026;14/05/2026;2;410,69;Check-out Realizado;HTL-108;305;3;Superior;3;Interna;536,15;Horizonte Plaza Belo Horizonte;Horizonte Plaza;Belo Horizonte;MG;urbano;4;2003;7,6;Hélio Arconi Prado;462.201.656-75;M;2003-10-16;Recife;PE;helio_prado31@uol.com.br;(41) 98777-6780;Bronze;3,0;129,1
RSV-74221295;QRT-84941;HSP-247629;OTA BookNow;2025-04-28;12/07/2025;2025-07-14;3;3338,00;Check-out Realizado;HTL-356;201;2;Luxo;3;Vale;1896,49;Horizonte Grand Resort Campos do Jordão;Horizonte Grand Resort;Campos do Jordão;SP;serra;5;2020;8,7;Olivia Huber;439.103.231-70;F;1956-03-31;Ribeirão Preto;SP;oliviahuber@icloud.com;(19) 99958-8678;Prata;2,0;993,92
RSV-49503411;QRT-89410;HSP-951242;Balcão;2025-07-22;22-07-2025;24/07/2025;1;274,42;Check-out Realizado;HTL-606;102;1;Standard;2;Cidade;235,65;Horizonte Express São Paulo;Horizonte Express;São Paulo;SP;urbano;3;2017;9,0;Natanael Figueira Watanabe;326.831.901-74;M;1995-07-23;Brasília;DF;natanael.watanabe18@gmail.com;(61) 99171-7685;Prata;1,0;87,88
RSV-50595101;QRT-40975;HSP-118094;Site Próprio;2025-08-25;04/10/2025;06/10/2025;3;1622,89;Check-out Realizado;HTL-108;110;1;Suíte Master;4;Interna;1144,28;Horizonte Plaza Belo Horizonte;Horizonte Plaza;Belo Horizonte;MG;urbano;4;2003;7,6;Arneide Bertolucci Hasegawa;258.711.671-60;F;1968-06-22;Brasília;DF;arneide_hasegawa@hotmail.com;(16) 97501-5905;Ouro;5,0;652,18
RSV-62521455;QRT-53432;HSP-144849;site proprio;2024-09-02;30/09/2024;07/10/2024;3;2634,09;Check-out Realizado;HTL-356;311;3;Superior;3;Jardim;1622,39;Horizonte Grand Resort Campos do Jordão;Horizonte Grand Resort;Campos do Jordão;SP;serra;5;2020;8,7;MOEMA ARDUCHIN ARCHER;016.259.534-45;F;1963-08-10;Recife;PE;moema_archer79@yahoo.com.br;(31) 98187-1508;Prata;17,0;2825,75
RSV-20402096;QRT-29439;HSP-072401;Central Telefônica;2026-06-23;2026-07-11;15/07/2026;4;1186,96;Cancelada;HTL-782;303;3;Suíte Master;4;Jardim;771,95;Horizonte Plaza Bonito;Horizonte Plaza;Bonito;MS;eco;4;2022;7,9;idário adorno amevo;272.795.596-03;M;1983-05-20;Niterói;RJ;idarioamevo@gmail.com;(61) 98872-2713;Prata;0,0;0,0
RSV-83905186;QRT-80800;HSP-079713;OTA BookNow;2025-02-24;18/04/2025;25.04.25;2;383,83;No-Show;HTL-782;202;2;Superior;3;Mata;536,94;Horizonte Plaza Bonito;Horizonte Plaza;Bonito;MS;eco;4;2022;7,9;Venâncio Gatto Chiavegato;569.040.983-92;M;1997-07-08;Campinas;SP;venancio_chiavegato@outlook.com;(61) 99266-3069;Diamante;0,0;0,0
RSV-48078378;QRT-43580;HSP-213928;OTA BookNow;2026-02-17;05/03/2026;10/03/2026;1;303,81;Check-out Realizado;HTL-782;105;1;Standard ;2;Piscina;345,02;Horizonte Plaza Bonito;Horizonte Plaza;Bonito;MS;eco;4;2022;7,9;Marivaldo Amesquita Michels;687.447.017-56;M;1957-07-16;Campinas;SP;marivaldo.michels@hotmail.com;(11) 98832-9667;Diamante;10,0;1218,02
RSV-55303307;QRT-42714;HSP-677749;booknow;2025-08-08;2025-09-04;07-09-2025;2;283,63;Check-out Realizado;HTL-785;202;2;Standard;2;Piscina;422,28;Horizonte Plaza Búzios;Horizonte Plaza;Búzios;RJ;praia;4;2008;8,9;Jair Bittencourt;101.074.520-49;M;1983-11-01;Rio de Janeiro;RJ;jairbittencourt7@gmail.com;(81) 99762-2310;Diamante;2,0;618,29
RSV-80018862;QRT-27801;HSP-060407;OTA BookNow;2026-01-11;13/04/2026;15.04.26;2;228,22;Check-out Realizado;HTL-105;208;2;Standard;2;Mata;236,38;Horizonte Express Foz do Iguaçu;Horizonte Express;Foz do Iguaçu;PR;eco;3;2013;8,8;Alcino Sousa;543.173.505-56;M;1979-08-17;Porto Alegre;RS;alcinosousa@gmail.com;(81) 98537-8184;Bronze;1,0;35,04
RSV-24530459;QRT-76575;HSP-579234;OTA BookNow;2025-12-16;24/12/2025;27/12/2025;2;360,64;Cancelada;HTL-103;304;3;Superior;3;Jardim;307,56;Horizonte Express Florianópolis;Horizonte Express;Florianópolis;SC;praia;3;2004;8,7;Izabel Kurz Linke;120.631.755-86;F;1982-12-22;Uberlândia;MG;izabel.linke@yahoo.com.br;(19) 96152-2996;Diamante;0,0;0,0
RSV-33642472;QRT-43677;HSP-878533;CALL CENTER;2025-12-02;16/12/2025;20/12/2025;2;1281,60;Check-out Realizado;HTL-356;207;2;Standard;2;Montanha;976,6;Horizonte Grand Resort Campos do Jordão;Horizonte Grand Resort;Campos do Jordão;SP;serra;5;2020;8,7;Hilton Lemke;161.768.802-97;M;1984-11-08;Goiânia;GO;hiltonlemke17@outlook.com;(11) 99914-1996;Bronze;12,0;3273,58
RSV-88199882;QRT-53914;HSP-362204;OTA BookNow;2024-09-07;20/09/2024;23/09/2024;2;559,03;Check-out Realizado;HTL-602;111;1;standard;2;Vale;411,4;Horizonte Plaza Gramado;Horizonte Plaza;Gramado;RS;serra;4;2001;7,9;vicente kinoshita alcobia;503.602.919-45;M;1990-07-21;Goiânia;GO;vicente.alcobia87@gmail.com;(31) 97907-2058;Diamante;2,0;202,68
RSV-31661575;QRT-92177;HSP-805600;OTA ViajaMais;2026-03-28;17/04/2026;20/04/2026;1;444,21;Check-out Realizado;HTL-782;107;1;Superior;3;Jardim;484,51;Horizonte Plaza Bonito;Horizonte Plaza;Bonito;MS;eco;4;2022;7,9;Manoaldo Kohlmann Arantes;872.970.126-02;M;1973-04-26;Niterói;RJ;manoaldoarantes15@outlook.com;(19) 96690-5273;Diamante;4,0;532,59
